valor,area,dist_playa,dist_mercado,piscina
199.0,60,4.861,0.459,0
2400.0,200,0.832,0.918,1
489.0,71,1.618,0.921,1
1470.0,125,0.31,0.127,1
1090.0,90,0.109,0.417,1
600.0,120,8.15,0.188,0
340.0,76,10.159,0.451,0
4800.0,231,0.384,0.061,0
417.0,70,2.057,0.906,0
1575.0,414,0.599,0.362,1
1000.0,60,1.265,0.066,1
869.0,141,4.191,0.514,1
3200.0,225,0.088,0.046,1
880.0,100,3.295,0.613,1
368.0,50,0.459,0.523,0
2150.0,120,2.707,0.259,0
1700.0,112,0.463,0.671,1
700.0,86,0.293,0.567,0
185.0,60,5.63,0.182,0
1399.0,230,6.044,0.113,0
239.0,63,8.503,0.53,1
900.0,95,0.91,0.269,1
1380.0,113,0.816,0.742,1
1140.0,103,0.451,0.24,1
490.0,102,13.229,0.677,1
1160.0,95,0.313,0.681,1
270.0,60,5.827,0.114,0
1449.0,85,0.497,0.722,1
700.0,90,0.459,0.426,0
450.0,85,3.769,0.68,0
2300.0,93,0.522,0.27,1
2099.0,160,0.256,0.233,1
320.0,65,9.169,0.74,0
670.0,116,6.291,0.24,0
1200.0,90,0.616,0.547,1
900.0,98,0.137,0.874,1
637.0,42,0.281,0.981,0
295.0,100,7.124,0.254,0
1640.0,216,0.102,0.853,1
800.0,100,0.558,0.942,1
2900.0,154,0.205,0.318,1
465.0,72,4.552,0.719,0
610.0,57,0.377,0.132,1
950.0,65,0.471,0.872,1
530.0,75,6.138,0.346,0
360.0,76,7.896,0.249,0
300.0,60,2.145,0.714,0
1100.0,214,7.42,0.795,1
1260.0,120,1.473,0.04,1
479.0,75,4.133,0.142,0
260.0,75,8.773,0.679,1
799.0,108,1.131,0.361,0
749.0,85,0.404,0.266,0
900.0,111,0.425,0.163,1
590.0,70,1.18,0.588,0
6600.0,170,0.11,0.45,1
850.0,90,0.404,0.968,1
400.0,65,1.554,0.692,0
480.0,85,4.694,0.624,0
1700.0,210,0.515,0.737,1
3200.0,125,1.442,0.465,0
360.0,100,12.552,0.43,0
295.0,80,4.802,0.698,0
1800.0,96,0.375,0.368,1
850.0,93,0.389,0.709,1
440.0,65,6.101,0.97,0
1180.0,100,0.501,0.996,0
330.0,40,7.322,0.518,0
1850.0,180,0.546,0.76,1
407.0,55,1.623,0.341,0
900.0,86,1.652,0.881,1
349.0,62,7.421,0.894,1
380.0,81,13.904,0.529,1
3900.0,224,1.417,0.02,1
1250.0,223,0.887,0.621,1
580.0,135,7.091,0.454,0
665.0,70,0.796,0.375,0
1290.0,140,2.112,0.886,1
290.0,73,7.25,0.458,0
650.0,110,6.68,0.854,1
478.9,170,7.645,0.073,0
2200.0,190,0.369,0.531,1
6900.0,300,0.272,0.898,1
960.0,135,5.999,0.077,0
400.0,32,0.148,0.115,0
690.0,80,1.234,0.695,0
1050.0,90,0.644,0.622,0
850.0,101,0.724,0.598,1
475.0,73,8.538,0.114,1
280.0,55,8.845,0.612,1
420.0,88,5.103,0.991,0
1200.0,83,0.956,0.286,1
210.0,56,7.913,0.465,1
12000.0,500,2.779,0.916,1
520.0,73,1.141,0.533,0
145.0,56,16.335,0.608,0
4450.0,340,0.171,0.385,1
1049.0,110,0.393,0.54,1
649.0,135,1.661,0.551,1
369.0,59,7.353,0.38,0
850.0,62,0.253,0.375,1
950.0,138,4.597,0.184,1
2500.0,175,0.611,0.081,1
850.0,210,4.431,0.131,1
1800.0,94,1.562,0.759,1
3200.0,315,0.429,0.911,0
1130.0,168,4.696,0.475,1
620.0,170,10.484,0.475,0
443.0,70,4.608,0.08,1
220.0,53,17.15,0.718,1
165.0,46,6.643,0.985,1
780.0,87,6.002,0.242,1
274.0,53,3.82,0.082,0
5300.0,215,0.707,0.158,1
1100.0,175,0.913,0.408,0
1280.0,98,1.491,0.605,1
2200.0,170,1.591,0.839,1
3570.0,180,0.6,0.969,1
1300.0,70,0.371,0.615,1
680.0,110,6.372,0.448,0
3890.0,185,0.531,0.241,0
280.0,68,5.911,0.31,0
370.0,57,0.988,0.717,1
404.99,43,2.288,0.058,0
270.0,71,7.542,0.806,1
1100.0,90,1.623,0.246,1
265.0,54,10.353,0.948,0
480.0,42,0.467,0.043,0
380.0,65,6.344,0.967,0
800.0,84,0.145,0.017,0
850.0,81,0.558,0.169,1
1600.0,282,0.25,0.698,0
610.0,91,1.136,0.08,0
3400.0,300,0.069,0.874,1
290.0,105,6.949,0.042,0
737.0,50,0.062,0.81,0
690.0,60,0.277,0.738,0
419.0,74,7.108,0.558,1
1500.0,85,0.046,0.557,0
440.0,121,7.475,0.979,0
495.0,78,0.762,0.594,1
345.0,40,4.867,0.046,0
1760.0,115,0.309,0.813,0
1000.0,70,0.0,0.621,1
995.0,94,0.27,0.246,1
450.0,95,6.077,0.59,0
1300.0,85,2.005,0.293,1
350.0,70,4.93,0.542,0
5200.0,220,0.219,0.701,1
790.0,80,0.711,0.71,0
1150.0,102,1.283,0.096,0
470.0,70,1.14,0.831,0
450.0,70,4.469,0.11,0
3998.0,239,1.831,0.988,1
570.0,130,0.836,0.09,0
859.0,120,2.368,0.603,1
1150.0,120,0.479,0.304,1
275.3,51,5.089,0.702,1
4500.0,150,0.064,0.942,0
1250.0,76,1.013,0.362,1
880.0,50,0.437,0.887,1
260.0,66,6.408,0.372,0
2190.0,134,0.036,0.799,1
450.0,70,8.021,0.863,0
3470.0,200,0.1,0.025,1
690.0,119,1.057,0.073,1
565.0,130,5.047,0.214,0
1099.5,107,1.149,0.333,1
1299.0,104,1.761,0.929,1
1583.0,158,0.325,0.299,1
3850.0,168,0.654,0.356,1
740.0,90,1.255,0.099,0
820.0,114,6.016,0.642,0
470.0,110,0.951,0.059,0
420.0,85,2.518,0.145,0
1300.0,120,0.489,0.791,1
3800.0,140,0.258,0.32,1
285.0,65,10.502,0.675,1
645.0,71,6.374,0.347,0
990.0,185,4.887,0.801,1
1150.0,145,0.673,0.177,1
590.0,76,0.594,0.183,0
4600.0,300,0.14,0.669,1
750.0,110,0.83,0.532,0
260.0,61,9.432,0.855,0
1180.0,189,0.603,0.807,0
190.0,45,1.81,0.696,1
1650.0,109,2.177,0.617,0
1000.0,94,0.323,0.012,1
580.0,53,1.231,0.173,0
980.0,79,2.377,0.168,1
260.0,51,5.957,0.324,0
2350.0,253,0.193,0.049,1
1790.0,146,0.174,0.119,1
342.0,74,5.625,0.655,0
409.0,75,7.368,0.138,0
11000.0,360,0.03,0.47,0
75.0,38,12.493,0.895,0
1980.0,203,0.125,0.408,0
360.0,80,8.777,0.371,0
265.0,69,5.111,0.417,0
2205.0,174,1.111,0.679,0
389.0,68,4.968,0.732,1
4700.0,357,0.017,0.437,1
400.0,38,0.502,0.195,1
380.0,75,5.084,0.206,1
3300.01,300,0.081,0.337,1
1200.0,92,0.122,0.051,0
3150.0,400,2.345,0.379,1
3850.0,226,0.751,0.14,1
900.0,70,0.874,0.502,1
672.6,70,5.826,0.851,0
1300.0,151,5.869,0.913,1
1600.0,220,1.686,0.465,1
190.0,59,6.84,0.938,0
1050.0,125,0.338,0.966,0
1430.0,64,0.229,0.165,1
930.0,107,0.838,0.564,1
600.0,92,1.419,0.134,0
488.0,57,4.817,0.125,1
11000.0,380,0.0,0.717,1
4500.0,113,0.0,0.53,1
1950.0,120,0.389,0.328,0
220.0,45,7.758,0.264,1
540.0,78,5.164,0.094,0
1950.0,120,0.242,0.056,1
1250.0,108,0.348,0.768,1
950.0,70,0.017,0.22,0
1250.0,112,0.183,0.176,1
6300.0,175,0.061,0.031,1
160.0,45,16.739,0.836,0
220.0,64,1.554,0.212,0
757.9,80,0.619,0.582,1
1900.0,107,0.012,0.155,0
2600.0,131,0.18,0.328,1
780.0,76,0.45,0.272,0
267.0,53,5.103,0.963,0
342.0,80,7.868,0.573,1
820.0,68,2.09,0.266,1
680.0,60,0.13,0.219,0
340.0,108,5.957,0.205,0
420.0,63,3.946,0.13,0
320.0,60,3.411,0.924,0
190.0,48,5.391,0.167,0
560.0,37,0.109,0.727,0
1980.0,240,6.323,0.638,1
900.0,100,0.249,0.713,1
1650.0,145,1.051,0.299,1
530.0,45,0.257,0.472,1
250.0,50,6.71,0.145,0
3330.0,225,0.081,0.348,0
3900.0,150,0.358,0.578,1
700.0,100,1.253,0.996,0
1000.0,160,6.565,0.396,1
2380.0,167,0.329,0.977,1
2200.0,220,0.509,0.368,1
2600.0,121,0.259,0.165,1
1050.0,142,6.339,0.763,1
1336.9,91,1.196,0.013,0
1500.0,150,0.427,0.748,0
5000.0,256,0.289,0.733,1
1079.0,114,1.031,0.734,1
2600.0,100,1.336,0.758,1
520.0,37,0.457,0.24,0
2400.0,220,0.621,0.423,0
750.0,90,4.31,0.54,0
675.0,85,4.355,0.868,0
690.0,76,1.584,0.046,0
600.0,140,5.208,0.129,0
400.0,33,0.571,0.052,0
442.0,120,8.2,0.416,0
290.0,68,6.723,0.881,0
750.0,58,0.314,0.753,0
299.0,42,1.406,0.614,0
730.0,96,1.559,0.23,1
799.0,57,0.051,0.237,0
549.0,80,1.174,0.14,0
410.0,100,6.123,0.567,0
1060.0,97,1.314,0.4,1
1850.0,221,1.231,0.612,1
945.0,120,1.319,0.332,1
1380.0,102,0.825,0.352,1
1250.0,110,0.531,0.915,1
568.0,73,5.164,0.126,0
460.0,70,1.951,0.967,0
330.0,80,2.763,0.907,0
446.0,91,3.132,0.521,1
345.0,60,4.572,0.089,0
1300.0,173,5.402,0.607,1
11000.0,2000,0.174,0.309,1
6000.0,330,1.275,0.41,1
1600.0,155,0.132,0.346,0
4307.31,266,1.483,0.698,1
700.0,100,0.895,0.948,0
975.0,96,2.587,0.466,1
265.0,54,13.615,0.929,0
330.0,60,6.042,0.546,0
220.0,56,13.31,0.367,0
630.0,73,0.383,0.598,0
1590.0,191,0.397,0.43,1
470.0,82,8.97,0.248,1
1450.0,69,0.373,0.162,1
665.0,77,1.162,0.001,0
2750.0,221,0.304,0.253,1
190.0,50,7.691,0.528,0
1890.0,194,0.922,0.761,1
4000.0,155,0.176,0.615,0
3900.0,400,0.109,0.866,1
820.0,110,1.112,0.261,1
1980.0,146,0.182,0.639,1
1500.0,130,0.229,0.925,1
695.0,78,6.708,0.885,0
580.0,58,1.468,0.975,0
600.0,60,0.13,0.659,0
1350.0,94,1.096,0.41,1
5700.0,290,0.685,0.988,1
580.0,110,6.133,0.959,0
1000.0,80,2.439,0.237,1
2050.0,138,0.039,0.1,1
630.0,81,5.397,0.117,0
150.0,55,12.189,0.782,0
380.0,110,11.478,0.963,1
270.0,56,5.48,0.798,0
1360.0,136,1.66,0.278,0
1200.0,192,1.315,0.766,0
700.0,145,7.769,0.358,0
1250.0,134,1.248,0.081,0
230.0,35,4.839,0.119,1
495.0,44,0.609,0.615,0
215.0,40,4.057,0.845,0
3500.0,152,0.027,0.035,1
450.0,40,0.648,0.393,0
360.0,70,9.022,0.077,0
598.0,160,3.84,0.015,0
280.0,86,3.512,0.737,0
965.0,110,1.905,0.625,1
580.0,126,4.905,0.934,1
3650.0,91,0.099,0.007,1
1590.0,200,0.322,0.713,1
500.0,42,0.545,0.432,0
400.0,78,7.645,0.067,0
3400.0,256,0.084,0.181,1
700.0,85,0.254,0.964,0
1600.0,323,1.426,0.215,1
1480.0,80,0.311,0.16,1
780.0,80,0.268,0.057,1
1830.8,109,1.991,0.845,1
1475.0,150,0.354,0.19,1
525.0,114,0.771,0.575,0
4500.0,190,0.325,0.178,1
820.0,111,1.636,0.126,1
215.0,50,8.207,0.082,0
543.0,50,0.28,0.722,0
560.0,80,1.173,0.141,0
1500.0,105,1.489,0.096,1
2949.0,278,0.562,0.421,1
650.0,61,1.725,0.067,0
680.0,126,1.29,0.177,0
1100.0,124,6.093,0.074,1
1500.0,130,0.575,0.615,1
7350.0,400,0.219,0.657,1
780.0,56,0.416,0.691,0
12000.0,400,0.0,0.981,1
4000.0,245,2.669,0.904,1
1950.0,240,0.882,0.914,0
750.0,180,2.296,0.115,0
790.0,89,0.25,0.924,0
1900.0,136,0.857,0.382,1
160.0,49,7.658,0.983,0
2350.0,230,0.152,0.144,1
250.0,70,8.293,0.433,0
510.0,32,0.088,0.097,1
524.0,87,2.296,0.056,1
586.0,32,0.403,0.758,0
320.0,90,6.774,0.54,0
280.0,80,4.986,0.43,1
7000.0,400,1.532,0.69,1
780.0,104,1.175,0.234,0
265.0,60,12.324,0.012,0
470.0,71,1.951,0.482,1
420.0,74,4.103,0.335,1
249.0,60,5.706,0.785,0
1950.0,210,0.515,0.373,1
1200.0,120,0.387,0.104,1
399.0,70,6.119,0.86,0
650.0,111,0.595,0.274,1
539.0,81,1.279,0.626,0
5500.0,354,0.161,0.302,0
538.0,84,1.164,0.155,0
16999.0,1000,0.078,0.249,1
4800.0,150,0.376,0.159,0
268.0,55,8.093,0.108,0
2550.0,240,0.339,0.563,1
340.0,69,8.644,0.107,0
480.0,79,7.057,0.063,0
535.0,125,4.103,0.038,0
260.0,86,7.525,0.226,0
1850.0,133,1.181,0.758,1
950.0,110,0.237,0.394,1
1050.0,97,1.325,0.812,1
788.0,129,1.761,0.032,0
1650.0,181,0.314,0.28,1
1380.0,153,5.981,0.611,1
950.0,103,2.226,0.3,1
460.0,74,6.508,0.688,0
285.0,64,5.416,0.714,0
897.0,110,0.384,0.304,1
525.0,90,7.852,0.471,0
2300.0,280,0.485,0.078,1
340.0,59,9.413,0.568,0
500.0,64,6.043,0.207,0
469.0,75,2.729,0.067,0
389.0,67,4.915,0.54,0
620.0,110,6.192,0.22,1
550.0,68,5.741,0.992,1
740.0,69,0.492,0.906,0
790.0,141,6.314,0.309,0
5200.0,173,0.0,0.756,1
170.0,36,7.387,0.928,1
2250.0,130,0.791,0.729,1
145.0,48,11.787,0.182,0
362.0,66,1.947,0.546,0
2950.0,129,1.9,0.511,1
400.0,62,3.247,0.707,0
6800.0,355,0.0,0.246,1
3080.0,134,0.425,0.334,1
5980.0,213,0.224,0.918,1
3900.0,177,0.534,0.656,1
640.0,76,6.648,0.171,1
265.0,53,7.719,0.625,0
550.0,85,7.729,0.111,0
2000.0,280,0.848,0.847,1
2500.0,130,0.026,0.267,1
620.0,80,0.795,0.492,0
1469.5,210,1.87,0.996,1
3500.0,225,0.122,0.666,1
2300.0,150,0.452,0.414,1
679.8,70,1.163,0.338,0
950.0,40,0.286,0.095,1
1390.0,121,0.565,0.437,1
780.0,108,5.718,0.797,0
385.0,60,1.699,0.436,0
900.0,216,3.099,0.47,1
230.0,60,10.666,0.506,0
545.0,120,17.167,0.009,0
2900.0,275,0.146,0.049,0
1200.0,180,6.405,0.529,1
2740.0,150,0.429,0.421,0
245.0,95,5.247,0.469,0
1980.0,230,1.474,0.555,1
4999.99,292,0.033,0.107,1
2200.0,202,0.5,0.525,0
360.0,47,5.54,0.663,0
680.0,90,0.876,0.732,0
2400.0,172,1.825,0.79,1
760.0,128,7.909,0.77,1
680.0,80,6.224,0.824,1
369.0,65,2.114,0.815,0
599.0,127,5.654,0.568,0
1100.0,170,5.989,0.431,1
327.0,59,5.437,0.641,0
725.0,180,1.87,0.238,0
1000.0,100,0.542,0.88,1
371.0,43,1.443,0.278,0
459.99,86,1.052,0.841,0
215.0,50,1.946,0.997,0
3500.0,250,0.451,0.347,1
680.0,63,0.345,0.436,0
675.0,85,4.355,0.577,0
575.0,170,12.006,0.173,1
500.0,80,6.417,0.472,0
395.0,59,6.097,0.447,0
550.0,40,0.427,0.408,0
800.0,68,0.429,0.609,1
1600.0,169,1.679,0.106,1
930.0,111,2.374,0.667,1
743.0,67,4.803,0.091,0
1399.0,75,0.086,0.085,1
1622.0,68,0.522,0.734,1
399.0,70,2.057,0.601,0
3350.0,160,0.0,0.429,1
140.0,50,3.536,0.768,1
2800.0,145,0.526,0.096,1
1900.0,150,0.41,0.109,1
520.0,80,8.012,0.6,0
2050.0,103,0.358,0.435,1
1945.0,123,0.092,0.412,1
3800.0,180,0.129,0.694,1
4500.0,187,0.433,0.187,1
550.0,80,6.619,0.472,0
330.0,66,4.352,0.566,0
600.0,64,0.71,0.414,1
1280.0,87,2.143,0.565,0
2200.0,100,0.234,0.179,1
2699.99,269,1.305,0.6,1
950.0,56,0.27,0.622,1
750.0,50,0.285,0.365,0
900.0,77,2.242,0.835,1
480.0,71,6.146,0.167,1
1800.0,101,2.143,0.117,1
1050.0,80,0.337,0.907,1
990.0,120,0.574,0.877,1
297.0,65,5.103,0.939,0
1890.0,103,0.049,0.456,1
450.0,70,6.903,0.293,0
1990.0,170,0.163,0.832,1
750.0,106,5.555,0.331,0
460.0,81,0.22,0.594,0
1400.0,130,2.21,0.6,0
1100.0,92,0.881,0.272,1
420.0,58,5.672,0.563,1
5250.0,234,0.054,0.026,1
165.0,45,4.23,0.403,0
3500.0,130,0.051,0.577,1
840.0,110,1.028,0.137,1
650.0,78,0.359,0.808,1
1290.0,184,4.328,0.807,1
260.0,46,3.786,0.538,0
4700.0,230,0.013,0.791,1
5700.0,266,1.483,0.709,1
1650.0,169,0.531,0.8,1
260.0,69,12.288,0.299,0
1470.0,156,0.24,0.16,1
1700.0,110,0.505,0.897,1
760.0,81,6.162,0.895,0
540.0,115,0.603,0.276,0
3000.0,140,0.149,0.697,1
1100.0,65,0.121,0.073,0
1900.0,180,1.008,0.403,1
890.0,194,0.191,0.281,1
530.0,65,6.512,0.806,0
1200.0,170,0.787,0.794,1
390.0,90,5.64,0.528,0
1350.0,65,0.31,0.855,0
220.0,58,9.192,0.211,0
600.0,84,2.369,0.495,0
480.0,92,1.345,0.827,0
695.0,93,4.328,0.23,1
1300.0,120,0.171,0.882,0
4800.0,300,0.122,0.235,1
820.0,80,1.069,0.603,0
2100.0,220,0.722,0.771,0
6000.0,185,0.0,0.089,1
955.0,99,5.557,0.622,1
439.0,32,0.372,0.93,0
690.0,60,0.053,0.126,0
2300.0,144,0.309,0.382,0
1400.0,125,0.516,0.609,1
5000.0,265,0.18,0.46,1
1190.0,75,0.121,0.693,0
1400.0,89,0.045,0.406,1
1500.0,90,1.261,0.082,1
1200.0,97,0.728,0.926,1
270.0,66,9.32,0.155,0
1590.0,100,0.179,0.612,0
360.0,63,4.862,0.073,0
1760.0,117,0.533,0.35,1
398.0,78,7.369,0.337,0
735.0,87,6.074,0.149,0
160.0,45,7.37,0.985,0
650.0,135,6.17,0.568,0
420.0,62,0.514,0.119,0
255.0,51,6.068,0.165,0
590.0,140,1.185,0.688,0
590.0,104,2.015,0.109,0
1345.0,152,0.137,0.004,1
2398.0,250,0.699,0.622,1
1200.0,155,0.493,0.82,1
1895.0,180,0.626,0.295,1
630.0,90,1.015,0.667,0
1650.0,110,0.178,0.017,1
550.0,88,6.627,0.807,1
5500.0,440,0.29,0.152,1
450.0,59,5.464,0.9,0
940.0,110,0.599,0.409,0
180.0,51,7.142,0.982,0
20000.0,311,0.0,0.407,1
770.0,80,0.369,0.022,1
3150.0,160,0.257,0.387,1
2850.0,140,0.82,0.397,1
409.0,70,1.467,0.518,1
590.0,66,1.772,0.173,1
430.0,75,4.852,0.935,0
249.0,55,5.577,0.406,0
450.0,80,6.719,0.025,0
349.0,71,9.851,0.41,1
290.0,60,6.86,0.97,0
1800.0,240,5.212,0.664,1
381.0,65,2.114,0.998,0
520.0,87,7.678,0.391,0
228.0,48,2.681,0.701,0
249.0,52,8.235,0.233,0
320.0,50,3.805,0.131,0
620.0,80,6.769,0.107,0
820.0,100,6.597,0.999,1
400.0,79,7.648,0.489,0
750.0,75,1.288,0.607,0
1350.0,65,0.442,0.618,1
950.0,86,0.752,0.452,1
467.3,57,6.575,0.748,0
550.0,32,2.712,0.242,0
530.0,78,5.126,0.595,0
860.0,52,0.038,0.248,1
559.0,97,1.579,0.247,0
904.0,116,7.863,0.39,1
2200.0,125,1.364,0.572,0
888.49,64,0.692,0.444,0
549.0,45,0.53,0.82,0
350.0,80,7.132,0.33,0
385.0,71,1.554,0.524,0
330.0,70,8.006,0.326,0
315.0,72,6.211,0.326,0
285.0,64,7.364,0.032,1
1450.0,166,5.868,0.537,1
8300.0,300,0.06,0.369,1
1950.0,200,1.996,0.553,1
280.0,65,7.741,0.13,0
699.0,86,5.809,0.633,0
850.0,75,1.668,0.387,1
1800.0,191,0.397,0.719,1
1350.0,110,0.925,0.91,1
220.0,40,1.294,0.657,1
380.0,200,0.379,0.979,0
2200.0,200,0.556,0.2,0
2800.0,230,0.074,0.337,1
1450.0,146,4.423,0.677,1
1730.0,110,1.013,0.219,1
870.0,110,0.354,0.591,1
299.0,30,2.057,0.399,0
2200.0,75,0.397,0.332,1
3300.0,300,0.255,0.401,0
380.0,116,12.143,0.819,1
1100.0,130,0.642,0.736,1
1100.0,94,0.993,0.414,1
490.0,82,4.968,0.059,0
850.0,90,5.542,0.207,1
680.0,95,0.969,0.872,1
300.0,65,7.673,0.763,0
1200.0,150,1.559,0.056,1
780.0,74,0.245,0.59,0
1756.3,169,2.242,0.45,1
3300.0,330,0.0,0.851,1
310.0,60,5.111,0.071,0
3300.0,145,0.622,0.005,1
299.0,56,0.621,0.533,1
5700.0,215,0.105,0.185,1
1400.0,212,0.255,0.782,1
790.0,100,0.385,0.686,0
830.0,79,0.131,0.1,1
213.0,63,11.415,0.994,0
560.0,87,1.675,0.156,0
2800.0,110,0.105,0.434,0
2850.0,294,2.148,0.842,1
4200.0,200,0.074,0.19,0
1170.0,100,2.408,0.669,1
450.0,62,1.554,0.889,1
699.0,114,4.167,0.823,0
680.0,88,6.329,0.969,0
1950.0,110,0.0,0.194,1
449.99,84,1.085,0.172,0
220.0,48,7.741,0.012,1
880.0,42,0.659,0.57,0
3400.0,187,2.533,0.195,0
4800.0,200,2.161,0.495,1
1450.0,150,0.34,0.033,1
170.0,40,6.284,0.692,1
3500.0,190,0.654,0.191,1
363.5,75,6.469,0.2,0
1200.0,111,0.527,0.499,1
395.0,78,6.854,0.377,0
2900.0,483,0.23,0.497,1
1590.0,125,0.641,0.357,1
3000.0,346,0.15,0.431,1
599.0,85,3.946,0.638,0
2900.0,315,2.235,0.43,1
950.0,61,0.512,0.787,1
380.0,76,6.051,0.311,0
480.0,63,0.361,0.14,0
4200.0,378,0.012,0.512,1
1700.0,283,0.783,0.696,1
1055.0,110,0.286,0.319,1
345.0,64,2.025,0.581,0
450.0,62,6.133,0.631,0
770.0,110,6.892,0.498,0
2050.0,112,0.358,0.137,1
1820.0,120,0.193,0.074,0
800.0,91,1.698,0.416,0
1240.0,75,0.188,0.515,1
420.0,77,7.691,0.002,0
635.0,70,0.144,0.547,1
1100.0,138,4.673,0.82,1
6300.0,370,0.102,0.297,1
270.0,59,7.233,0.353,0
480.0,40,0.309,0.627,0
1180.0,68,1.778,0.84,1
753.99,98,6.12,0.296,0
2080.0,153,0.432,0.488,1
5500.0,180,0.0,0.444,1
800.0,109,3.295,0.744,0
680.0,60,0.389,0.42,0
415.0,72,3.954,0.986,0
580.0,95,0.307,0.338,0
25000.0,320,0.004,0.469,1
195.0,64,6.488,0.312,0
2000.0,105,0.496,0.938,1
600.0,75,0.137,0.315,0
370.0,53,3.718,0.451,0
550.0,66,4.561,0.379,0
129.5,48,11.834,0.33,0
430.0,32,0.327,0.583,0
5300.0,292,0.033,0.204,1
550.0,50,0.418,0.334,0
1980.0,102,2.464,0.317,1
500.0,91,2.777,0.752,0
2850.0,233,1.555,0.544,0
455.5,90,1.104,0.198,0
1300.0,108,0.065,0.827,1
498.0,78,5.702,0.097,0
3500.0,127,0.181,0.668,1
219.0,34,5.535,0.822,1
1100.0,85,0.785,0.779,1
537.0,150,9.419,0.502,0
700.0,110,0.332,0.584,0
6430.0,420,0.031,0.025,1
350.0,75,4.997,0.731,0
2300.0,300,0.278,0.725,0
3700.0,212,1.945,0.589,1
3360.0,262,0.681,0.001,1
498.0,55,0.192,0.01,0
450.0,77,7.367,0.712,0
260.0,66,7.112,0.128,0
755.0,142,8.174,0.314,0
1500.0,180,3.133,0.355,1
499.99,78,5.164,0.605,0
265.0,70,7.058,0.572,0
850.0,132,6.09,0.809,1
4500.0,264,0.161,0.916,1
750.0,159,5.729,0.34,0
435.0,65,1.998,0.089,0
1150.0,112,2.374,0.493,1
1100.0,93,2.103,0.446,1
5490.0,200,0.509,0.661,1
1050.0,122,7.234,0.827,0
1150.0,85,1.178,0.491,1
680.0,97,5.063,0.702,0
4500.0,150,0.34,0.929,1
1200.0,194,0.966,0.133,0
375.0,58,0.941,0.252,0
2500.0,207,0.219,0.945,1
4000.0,230,1.666,0.603,1
790.0,115,7.653,0.265,0
479.9,80,7.964,0.895,0
6500.0,300,0.403,0.961,1
679.0,70,0.253,0.311,1
550.0,84,0.603,0.033,1
1010.0,110,1.358,0.999,1
290.0,76,6.718,0.049,0
4900.0,280,0.081,0.472,0
530.0,144,9.486,0.426,0
649.7,77,4.167,0.769,0
220.0,50,5.961,0.056,0
3150.0,112,0.563,0.305,1
749.0,107,7.597,0.703,0
1900.0,235,0.509,0.484,0
1590.0,120,1.169,0.61,1
1000.0,70,1.658,0.488,0
529.5,78,1.389,0.442,0
1100.0,149,0.969,0.977,1
980.0,100,2.314,0.188,1
318.0,84,1.554,0.328,0
700.0,88,0.73,0.664,1
687.7,85,4.167,0.728,1
470.0,95,7.333,0.127,0
3150.0,200,1.581,0.521,1
363.0,65,7.46,0.181,0
450.0,60,4.471,0.647,0
650.0,66,0.797,0.279,0
3500.0,300,0.469,0.643,1
1900.0,363,0.39,0.103,1
1080.0,135,0.317,0.279,1
1109.0,111,2.587,0.091,0
250.0,45,7.086,0.353,0
730.0,218,6.138,0.157,0
2350.0,241,1.996,0.489,1
8000.0,319,1.296,0.931,1
2900.0,170,0.472,0.48,1
1160.0,110,2.374,0.891,1
1250.0,119,1.217,0.297,1
760.0,123,4.528,0.689,0
1400.0,220,8.09,0.355,1
730.0,135,0.309,0.247,0
1730.0,120,0.122,0.222,0
1625.0,74,1.251,0.271,0
2900.0,160,1.979,0.408,1
850.0,118,0.88,0.571,1
505.0,75,7.589,0.762,0
2100.0,140,1.554,0.055,1
2380.0,169,0.329,0.509,0
635.0,85,8.308,0.411,0
430.0,61,1.173,0.414,1
265.0,61,6.771,0.622,0
13000.0,160,0.0,0.718,1
1950.0,120,2.581,0.315,1
1700.0,158,0.343,0.233,1
85.0,55,12.769,0.379,0
294.0,69,7.699,0.288,0
1600.0,110,0.732,0.914,0
155.0,50,11.223,0.614,0
1800.0,122,1.844,0.508,1
969.0,95,2.475,0.808,1
3990.0,288,1.483,0.332,1
230.0,48,2.539,0.722,1
880.0,80,0.326,0.828,0
3680.0,219,2.628,0.43,1
720.0,67,0.006,0.197,0
527.0,74,1.267,0.208,0
720.0,105,5.879,0.977,0
553.0,88,8.179,0.878,0
335.0,63,9.162,0.299,1
848.0,86,0.722,0.761,1
310.0,51,5.493,0.592,0
720.0,170,8.287,0.2,0
260.0,63,4.843,0.307,0
1300.0,76,2.639,0.778,1
1400.0,120,4.789,0.079,1
325.0,62,4.114,0.193,0
435.0,69,4.676,0.167,0
919.0,107,0.856,0.734,1
340.0,67,13.641,0.376,0
1300.0,139,0.164,0.806,1
2630.0,245,0.683,0.51,0
1250.0,300,1.283,0.443,1
1299.0,210,1.87,0.463,0
530.0,84,8.297,0.939,0
2500.0,123,1.309,0.356,1
3600.0,150,0.094,0.242,1
2500.0,355,0.641,0.048,1
870.0,67,1.089,0.407,1
545.0,144,1.641,0.422,0
305.0,62,7.095,0.275,0
360.0,54,7.083,0.48,0
1250.0,68,0.347,0.116,1
250.0,45,7.086,0.609,0
480.0,43,1.284,0.001,0
1100.0,97,0.904,0.019,1
980.0,86,5.939,0.335,1
1530.0,89,0.692,0.347,1
800.0,110,0.53,0.633,0
795.0,50,0.134,0.968,0
1460.0,131,0.101,0.977,1
4500.0,330,0.553,0.351,0
